Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Last three digits of the ID;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1.0;18.0;2.0;9500.0;1.0;1.0;135.0;1.0;38.0;37.0;9.0;5.0;125.3;1.0;0.0;0.0;1.0;0.0;1.0;84;18.0;0.0;0.0;8.0;8.0;7.0;11.785714285714286;0.0;0.0;8.0;8.0;7.0;11.785714285714286;0.0;12.7;3.7;-1.7;Graduate
1.0;1.0;6.0;9500.0;1.0;1.0;137.0;1.0;1.0;1.0;4.0;5.0;126.3;1.0;0.0;0.0;;0.0;1.0;12;18.0;0.0;0.0;8.0;8.0;8.0;13.42375;0.0;0.0;8.0;8.0;8.0;13.42375;0.0;9.4;-0.8;-3.12;Graduate
1.0;1.0;1.0;;1.0;1.0;100.0;1.0;38.0;38.0;9.0;10.0;100.0;0.0;0.0;0.0;1.0;0.0;0.0;16;20.0;0.0;0.0;6.0;8.0;6.0;12.5;0.0;0.0;6.0;10.0;5.0;14.166666666666666;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;2.0;9500.0;1.0;1.0;127.0;1.0;19.0;37.0;9.0;7.0;121.3;1.0;0.0;0.0;1.0;0.0;1.0;71;20.0;0.0;0.0;8.0;8.0;7.0;12.464285714285714;0.0;0.0;8.0;8.0;7.0;12.464285714285714;0.0;10.8;1.4;1.74;Graduate
1.0;53.0;1.0;9991.0;0.0;1.0;140.0;1.0;38.0;38.0;191.0;193.0;135.0;0.0;0.0;1.0;1.0;0.0;0.0;75;23.0;0.0;6.0;11.0;18.0;8.0;12.375;0.0;3.0;9.0;15.0;5.0;12.6;0.0;8.9;1.4;3.51;Enrolled
1.0;39.0;1.0;9670.0;1.0;1.0;140.0;1.0;37.0;37.0;6.0;6.0;120.0;0.0;0.0;0.0;1.0;0.0;0.0;74;28.0;0.0;0.0;6.0;8.0;1.0;10.0;0.0;0.0;6.0;9.0;0.0;0.0;0.0;10.8;1.4;1.74;Dropout
1.0;17.0;1.0;9773.0;1.0;1.0;121.0;1.0;37.0;19.0;9.0;10.0;113.7;0.0;0.0;0.0;1.0;0.0;0.0;13;;0.0;0.0;6.0;8.0;5.0;12.6;0.0;0.0;6.0;10.0;6.0;12.428571428571429;0.0;15.5;2.8;-4.06;Enrolled
1.0;43.0;1.0;9147.0;1.0;1.0;131.0;1.0;19.0;38.0;9.0;9.0;129.7;1.0;0.0;0.0;1.0;0.0;0.0;45;19.0;0.0;0.0;5.0;5.0;5.0;12.6;0.0;0.0;5.0;6.0;4.0;12.4;0.0;16.2;0.3;-0.92;Graduate
2.0;1.0;1.0;9147.0;1.0;1.0;151.0;1.0;38.0;37.0;9.0;8.0;132.1;1.0;0.0;0.0;1.0;0.0;0.0;86;34.0;0.0;0.0;5.0;7.0;2.0;10.0;0.0;0.0;5.0;6.0;4.0;12.0;0.0;7.6;2.6;0.32;Dropout
2.0;51.0;1.0;9853.0;1.0;1.0;130.0;1.0;37.0;37.0;7.0;8.0;120.3;0.0;0.0;0.0;1.0;0.0;0.0;66;35.0;0.0;0.0;7.0;7.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
1.0;7.0;1.0;9991.0;0.0;40.0;120.0;1.0;;37.0;9.0;7.0;120.0;0.0;0.0;0.0;1.0;0.0;0.0;86;32.0;0.0;0.0;5.0;7.0;5.0;11.6;0.0;0.0;5.0;8.0;5.0;12.333333333333334;0.0;12.4;0.5;1.79;Graduate
1.0;17.0;2.0;9254.0;1.0;1.0;136.0;1.0;19.0;19.0;4.0;7.0;123.1;1.0;0.0;;1.0;0.0;0.0;70;19.0;0.0;0.0;6.0;8.0;6.0;12.166666666666666;0.0;0.0;6.0;6.0;6.0;13.5;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;5.0;9670.0;1.0;1.0;125.0;1.0;1.0;19.0;9.0;7.0;119.4;1.0;0.0;0.0;1.0;0.0;0.0;17;18.0;0.0;0.0;6.0;10.0;4.0;13.6;0.0;0.0;6.0;7.0;5.0;12.666666666666666;0.0;11.1;0.6;2.02;Graduate
2.0;39.0;1.0;9147.0;1.0;1.0;133.1;1.0;37.0;37.0;9.0;9.0;140.0;0.0;0.0;0.0;0.0;0.0;0.0;42;35.0;0.0;0.0;5.0;8.0;4.0;12.5;1.0;0.0;5.0;8.0;5.0;11.8;0.0;9.4;-0.8;-3.12;Dropout
1.0;39.0;1.0;8014.0;0.0;1.0;133.1;1.0;1.0;12.0;4.0;5.0;116.5;0.0;0.0;0.0;1.0;1.0;1.0;66;24.0;0.0;0.0;6.0;6.0;4.0;12.25;0.0;0.0;6.0;10.0;4.0;11.5;0.0;12.4;0.5;1.79;Enrolled
1.0;17.0;1.0;9238.0;1.0;1.0;120.0;1.0;19.0;37.0;9.0;9.0;113.0;1.0;0.0;0.0;1.0;0.0;1.0;83;20.0;0.0;0.0;6.0;7.0;6.0;11.714285714285714;0.0;0.0;6.0;8.0;6.0;12.625;0.0;13.9;-0.3;0.79;Graduate
1.0;1.0;3.0;9773.0;1.0;1.0;143.0;11.0;19.0;19.0;4.0;9.0;133.9;1.0;0.0;0.0;1.0;1.0;1.0;87;18.0;1.0;0.0;6.0;7.0;6.0;13.5;0.0;0.0;6.0;7.0;6.0;13.0;0.0;16.2;0.3;-0.92;Graduate
1.0;1.0;3.0;9500.0;1.0;1.0;133.1;1.0;38.0;19.0;7.0;9.0;115.5;1.0;0.0;0.0;1.0;1.0;1.0;91;20.0;0.0;0.0;8.0;8.0;7.0;13.024285714285714;0.0;0.0;8.0;8.0;7.0;13.024285714285714;0.0;10.8;1.4;1.74;Graduate
1.0;17.0;5.0;9254.0;1.0;1.0;121.0;1.0;1.0;19.0;4.0;7.0;116.5;1.0;0.0;0.0;0.0;1.0;0.0;18;18.0;0.0;0.0;6.0;12.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;9.4;-0.8;-3.12;Dropout
1.0;1.0;1.0;9119.0;1.0;1.0;168.0;1.0;19.0;19.0;4.0;4.0;171.2;0.0;0.0;0.0;1.0;1.0;1.0;78;18.0;0.0;0.0;5.0;6.0;5.0;17.333333333333332;0.0;0.0;5.0;8.0;5.0;18.571428571428573;0.0;12.4;0.5;1.79;Graduate
1.0;1.0;1.0;9670.0;1.0;1.0;124.0;1.0;19.0;37.0;5.0;7.0;119.1;0.0;0.0;0.0;1.0;1.0;1.0;26;20.0;0.0;0.0;5.0;7.0;;11.0;0.0;0.0;5.0;7.0;4.0;11.5;0.0;9.4;-0.8;-3.12;Graduate
1.0;17.0;2.0;9853.0;1.0;1.0;127.0;1.0;19.0;38.0;3.0;3.0;121.1;1.0;0.0;0.0;1.0;1.0;0.0;93;19.0;0.0;0.0;7.0;10.0;6.0;13.666666666666666;0.0;0.0;7.0;9.0;6.0;12.5;0.0;12.4;0.5;1.79;Dropout
1.0;1.0;2.0;9070.0;1.0;1.0;129.0;1.0;1.0;1.0;4.0;9.0;132.9;1.0;0.0;0.0;1.0;1.0;1.0;57;20.0;0.0;0.0;6.0;9.0;6.0;11.375;0.0;0.0;6.0;6.0;5.0;13.8;0.0;7.6;2.6;0.32;Enrolled
1.0;1.0;1.0;9238.0;1.0;1.0;137.0;1.0;19.0;1.0;9.0;9.0;132.8;0.0;0.0;0.0;1.0;1.0;0.0;79;19.0;0.0;0.0;6.0;6.0;6.0;12.833333333333334;0.0;0.0;6.0;8.0;6.0;11.833333333333334;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;1.0;9773.0;1.0;1.0;120.0;1.0;36.0;37.0;0.0;0.0;126.7;1.0;0.0;0.0;1.0;1.0;0.0;19;20.0;0.0;0.0;6.0;9.0;5.0;12.6;0.0;0.0;6.0;11.0;4.0;11.5;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;1.0;9500.0;1.0;1.0;110.0;1.0;19.0;;9.0;7.0;105.8;1.0;0.0;0.0;1.0;1.0;0.0;54;22.0;0.0;0.0;7.0;8.0;6.0;14.333333333333334;0.0;0.0;8.0;9.0;7.0;13.771428571428572;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;2.0;9119.0;1.0;1.0;120.0;1.0;1.0;19.0;9.0;8.0;117.2;0.0;0.0;0.0;1.0;1.0;1.0;29;18.0;0.0;0.0;5.0;8.0;4.0;13.5;0.0;0.0;6.0;10.0;6.0;13.625;0.0;11.1;0.6;2.02;
1.0;1.0;1.0;9500.0;1.0;1.0;143.0;1.0;38.0;38.0;9.0;9.0;140.0;0.0;0.0;0.0;1.0;1.0;0.0;50;19.0;;0.0;8.0;8.0;7.0;14.285714285714286;0.0;0.0;8.0;8.0;7.0;14.285714285714286;0.0;12.7;3.7;-1.7;Graduate
1.0;44.0;1.0;9003.0;1.0;39.0;120.0;1.0;1.0;19.0;9.0;7.0;120.0;0.0;0.0;0.0;1.0;1.0;0.0;84;22.0;0.0;2.0;6.0;15.0;3.0;11.75;0.0;0.0;6.0;12.0;2.0;10.0;0.0;13.9;-0.3;0.79;Dropout
1.0;17.0;5.0;9119.0;1.0;1.0;124.0;11.0;4.0;12.0;2.0;9.0;119.5;1.0;0.0;0.0;1.0;1.0;0.0;63;20.0;1.0;0.0;5.0;5.0;5.0;14.8;0.0;0.0;5.0;5.0;5.0;17.6;0.0;8.9;1.4;3.51;Graduate
2.0;39.0;1.0;9003.0;1.0;1.0;168.0;1.0;1.0;41.0;9.0;3.0;153.9;0.0;0.0;1.0;0.0;1.0;;68;34.0;0.0;0.0;6.0;7.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;12.4;0.5;1.79;Dropout
2.0;39.0;1.0;8014.0;0.0;19.0;133.1;1.0;1.0;1.0;4.0;4.0;130.0;;0.0;0.0;1.0;1.0;0.0;53;24.0;0.0;0.0;6.0;14.0;1.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;16.2;0.3;;Dropout
1.0;39.0;2.0;9670.0;1.0;1.0;150.0;1.0;34.0;34.0;0.0;0.0;107.0;1.0;0.0;0.0;1.0;1.0;0.0;44;26.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0;0.0;7.6;2.6;0.32;Dropout
1.0;39.0;1.0;9500.0;1.0;1.0;140.0;1.0;37.0;37.0;9.0;6.0;132.8;0.0;0.0;0.0;1.0;1.0;0.0;53;35.0;0.0;0.0;7.0;10.0;4.0;12.6;0.0;0.0;7.0;9.0;5.0;12.38;0.0;12.4;0.5;1.79;Dropout
1.0;1.0;1.0;9991.0;0.0;1.0;145.0;1.0;2.0;37.0;4.0;9.0;127.5;1.0;0.0;0.0;1.0;1.0;0.0;8;22.0;0.0;0.0;5.0;;5.0;12.428571428571429;1.0;0.0;5.0;7.0;5.0;11.8;0.0;7.6;2.6;0.32;Graduate
1.0;18.0;1.0;9254.0;1.0;1.0;118.0;1.0;38.0;38.0;5.0;5.0;123.3;1.0;0.0;0.0;1.0;1.0;0.0;91;26.0;0.0;0.0;6.0;10.0;4.0;10.0;0.0;0.0;6.0;11.0;3.0;12.0;0.0;9.4;-0.8;-3.12;Enrolled
1.0;17.0;1.0;9147.0;1.0;1.0;123.0;1.0;1.0;19.0;3.0;4.0;122.0;0.0;0.0;0.0;1.0;1.0;0.0;60;19.0;0.0;0.0;5.0;7.0;3.0;12.333333333333334;0.0;0.0;5.0;5.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
1.0;1.0;5.0;9254.0;1.0;1.0;120.0;1.0;3.0;19.0;3.0;9.0;114.8;1.0;0.0;0.0;0.0;1.0;0.0;57;19.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;8.9;1.4;3.51;Dropout
1.0;44.0;1.0;171.0;1.0;39.0;140.0;1.0;3.0;3.0;2.0;2.0;140.0;0.0;0.0;1.0;;1.0;0.0;75;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;15.5;2.8;-4.06;Graduate
1.0;51.0;1.0;9670.0;1.0;1.0;126.0;1.0;3.0;3.0;1.0;10.0;111.0;0.0;0.0;1.0;1.0;1.0;0.0;71;21.0;0.0;5.0;11.0;12.0;10.0;12.1;0.0;2.0;8.0;;8.0;13.333333333333334;0.0;11.1;0.6;2.02;Graduate
1.0;1.0;2.0;9773.0;1.0;1.0;137.0;1.0;1.0;19.0;7.0;7.0;133.2;1.0;0.0;0.0;1.0;0.0;1.0;40;19.0;0.0;0.0;6.0;7.0;6.0;14.714285714285714;0.0;0.0;6.0;6.0;6.0;15.0;0.0;13.9;-0.3;0.79;Graduate
1.0;1.0;3.0;9773.0;1.0;1.0;130.0;1.0;19.0;19.0;9.0;9.0;123.0;1.0;0.0;0.0;1.0;0.0;;80;18.0;0.0;0.0;6.0;6.0;6.0;12.666666666666666;0.0;0.0;6.0;7.0;6.0;12.833333333333334;0.0;12.7;3.7;-1.7;Graduate
1.0;;1.0;9003.0;1.0;42.0;150.0;1.0;1.0;38.0;8.0;8.0;150.0;0.0;0.0;0.0;1.0;0.0;1.0;53;23.0;0.0;7.0;12.0;14.0;12.0;14.384615384615383;0.0;5.0;10.0;12.0;10.0;13.3;0.0;8.9;1.4;3.51;Graduate
1.0;17.0;3.0;9147.0;1.0;1.0;147.0;1.0;19.0;38.0;5.0;7.0;132.3;1.0;0.0;0.0;1.0;0.0;1.0;82;18.0;0.0;0.0;5.0;5.0;5.0;13.4;0.0;0.0;5.0;6.0;5.0;12.2;0.0;12.7;3.7;-1.7;Graduate
1.0;18.0;1.0;9500.0;1.0;1.0;;1.0;37.0;38.0;5.0;7.0;126.0;1.0;0.0;0.0;1.0;0.0;0.0;60;18.0;0.0;;8.0;8.0;7.0;13.314285714285717;0.0;0.0;8.0;8.0;7.0;13.314285714285717;0.0;12.7;3.7;-1.7;Graduate
1.0;1.0;3.0;9500.0;1.0;1.0;132.0;1.0;38.0;38.0;9.0;9.0;119.3;1.0;0.0;0.0;1.0;0.0;0.0;43;19.0;0.0;0.0;8.0;8.0;7.0;11.98857142857143;0.0;0.0;8.0;8.0;7.0;11.98857142857143;0.0;10.8;1.4;1.74;Graduate
1.0;53.0;1.0;9147.0;1.0;42.0;130.0;1.0;1.0;19.0;143.0;172.0;133.8;1.0;0.0;0.0;1.0;0.0;0.0;49;21.0;0.0;6.0;11.0;17.0;11.0;11.545454545454543;0.0;3.0;9.0;13.0;;12.88888888888889;0.0;8.9;1.4;3.51;Graduate
1.0;1.0;1.0;9085.0;1.0;1.0;130.0;1.0;37.0;37.0;9.0;6.0;126.5;1.0;0.0;0.0;1.0;0.0;1.0;15;18.0;0.0;0.0;6.0;13.0;6.0;16.46153846153846;0.0;0.0;;8.0;6.0;13.875;0.0;15.5;2.8;-4.06;Graduate
1.0;1.0;1.0;9773.0;1.0;1.0;151.0;1.0;38.0;37.0;9.0;5.0;138.4;1.0;0.0;0.0;1.0;0.0;1.0;68;24.0;0.0;0.0;6.0;7.0;6.0;13.666666666666666;0.0;0.0;6.0;6.0;6.0;12.833333333333334;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;4.0;9500.0;1.0;1.0;144.0;1.0;3.0;39.0;2.0;3.0;129.0;1.0;0.0;0.0;1.0;0.0;0.0;76;18.0;0.0;0.0;7.0;8.0;7.0;12.65;0.0;0.0;8.0;9.0;8.0;13.411111111111111;0.0;16.2;0.3;-0.92;Dropout
1.0;1.0;1.0;9670.0;1.0;1.0;127.0;1.0;19.0;1.0;5.0;7.0;118.3;1.0;0.0;0.0;1.0;0.0;0.0;12;18.0;;0.0;6.0;7.0;6.0;12.333333333333334;0.0;0.0;6.0;10.0;3.0;12.0;0.0;13.9;-0.3;0.79;Enrolled
1.0;17.0;2.0;9500.0;1.0;1.0;131.0;1.0;19.0;37.0;9.0;7.0;129.8;1.0;0.0;0.0;1.0;0.0;0.0;38;20.0;0.0;0.0;7.0;8.0;6.0;14.37;0.0;0.0;8.0;10.0;7.0;14.65;0.0;12.4;0.5;1.79;Graduate
1.0;17.0;2.0;9085.0;1.0;1.0;123.0;1.0;1.0;19.0;4.0;9.0;113.6;1.0;0.0;0.0;1.0;0.0;0.0;44;19.0;0.0;0.0;5.0;13.0;3.0;12.0;2.0;0.0;5.0;8.0;4.0;11.75;0.0;9.4;-0.8;-3.12;Enrolled
1.0;1.0;;9773.0;1.0;1.0;130.0;1.0;34.0;38.0;0.0;8.0;128.3;1.0;0.0;0.0;0.0;0.0;1.0;29;18.0;0.0;0.0;6.0;12.0;3.0;12.0;0.0;0.0;6.0;15.0;3.0;10.666666666666666;0.0;7.6;2.6;0.32;Dropout
1.0;43.0;1.0;9254.0;1.0;1.0;130.0;1.0;1.0;19.0;5.0;7.0;130.0;0.0;0.0;0.0;1.0;0.0;1.0;61;19.0;0.0;0.0;6.0;11.0;4.0;12.0;0.0;0.0;6.0;14.0;3.0;11.0;0.0;10.8;1.4;1.74;Dropout
1.0;17.0;2.0;9853.0;1.0;1.0;131.0;1.0;1.0;38.0;4.0;8.0;121.9;1.0;0.0;0.0;1.0;0.0;0.0;90;19.0;0.0;0.0;6.0;10.0;5.0;12.6;0.0;0.0;6.0;7.0;5.0;11.2;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;5.0;9238.0;1.0;3.0;135.0;1.0;1.0;38.0;9.0;3.0;129.4;0.0;0.0;1.0;1.0;0.0;0.0;50;18.0;0.0;0.0;6.0;6.0;6.0;12.166666666666666;0.0;0.0;6.0;6.0;6.0;12.333333333333334;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;2.0;9853.0;1.0;1.0;123.0;1.0;19.0;1.0;194.0;103.0;115.3;1.0;0.0;0.0;1.0;0.0;0.0;52;20.0;0.0;0.0;7.0;8.0;6.0;13.5;0.0;0.0;;8.0;6.0;14.0;0.0;11.1;0.6;2.02;Enrolled
1.0;1.0;5.0;9500.0;1.0;1.0;145.0;1.0;38.0;38.0;9.0;9.0;125.5;1.0;0.0;;1.0;0.0;1.0;58;18.0;0.0;0.0;8.0;8.0;8.0;13.76375;0.0;0.0;8.0;8.0;8.0;13.76375;0.0;9.4;-0.8;-3.12;Graduate
1.0;17.0;6.0;9556.0;1.0;1.0;118.0;1.0;38.0;38.0;5.0;5.0;117.8;1.0;0.0;0.0;1.0;0.0;1.0;88;19.0;0.0;0.0;7.0;11.0;6.0;12.4;0.0;0.0;7.0;8.0;6.0;12.8;0.0;11.1;0.6;2.02;Graduate
1.0;17.0;3.0;9147.0;1.0;1.0;125.0;1.0;3.0;38.0;2.0;10.0;118.7;1.0;0.0;0.0;1.0;0.0;0.0;95;18.0;0.0;0.0;5.0;16.0;4.0;10.666666666666666;0.0;0.0;5.0;11.0;2.0;12.0;0.0;13.9;-0.3;0.79;Enrolled
1.0;1.0;2.0;9500.0;1.0;1.0;152.0;1.0;37.0;37.0;9.0;9.0;139.0;;0.0;0.0;1.0;0.0;0.0;30;18.0;0.0;0.0;7.0;7.0;6.0;14.333333333333334;0.0;0.0;7.0;7.0;6.0;14.333333333333334;0.0;7.6;2.6;0.32;Graduate
1.0;1.0;1.0;9085.0;1.0;1.0;101.0;1.0;1.0;37.0;4.0;9.0;98.9;1.0;0.0;0.0;1.0;0.0;0.0;70;21.0;0.0;0.0;6.0;12.0;4.0;12.5;0.0;0.0;6.0;13.0;2.0;12.666666666666666;0.0;11.1;0.6;2.02;Enrolled
1.0;17.0;1.0;9254.0;1.0;1.0;137.0;1.0;34.0;38.0;0.0;7.0;137.7;1.0;0.0;1.0;0.0;0.0;0.0;92;19.0;0.0;;6.0;14.0;1.0;10.0;0.0;0.0;6.0;13.0;0.0;0.0;0.0;7.6;2.6;0.32;Dropout
1.0;1.0;4.0;9500.0;1.0;1.0;123.0;1.0;1.0;1.0;3.0;3.0;113.6;1.0;0.0;0.0;1.0;0.0;0.0;80;21.0;0.0;0.0;7.0;8.0;7.0;14.69625;0.0;0.0;8.0;9.0;8.0;14.622222222222224;0.0;12.4;0.5;1.79;Graduate
1.0;1.0;1.0;9085.0;1.0;1.0;120.0;1.0;4.0;1.0;2.0;9.0;113.4;0.0;0.0;0.0;1.0;0.0;0.0;42;18.0;0.0;0.0;6.0;14.0;4.0;11.5;;0.0;6.0;17.0;3.0;13.75;0.0;11.1;0.6;2.02;Enrolled
1.0;17.0;3.0;9556.0;1.0;1.0;131.0;1.0;19.0;38.0;9.0;7.0;128.5;0.0;0.0;0.0;1.0;0.0;1.0;79;18.0;0.0;0.0;7.0;9.0;7.0;12.855555555555556;0.0;0.0;8.0;8.0;8.0;13.9125;0.0;12.7;3.7;-1.7;Graduate
1.0;1.0;1.0;9500.0;1.0;1.0;141.0;1.0;;1.0;3.0;10.0;142.8;0.0;0.0;0.0;1.0;0.0;0.0;98;18.0;0.0;0.0;7.0;7.0;7.0;13.7;0.0;0.0;8.0;9.0;8.0;13.994444444444444;0.0;11.1;0.6;2.02;Graduate
1.0;1.0;1.0;9130.0;1.0;1.0;144.0;1.0;3.0;1.0;1.0;3.0;137.7;0.0;;0.0;0.0;0.0;0.0;76;23.0;0.0;0.0;5.0;9.0;0.0;0.0;3.0;1.0;5.0;10.0;1.0;12.0;3.0;10.8;1.4;1.74;Dropout
1.0;1.0;1.0;9238.0;1.0;1.0;107.0;1.0;19.0;37.0;7.0;7.0;103.5;1.0;0.0;0.0;1.0;0.0;0.0;32;20.0;0.0;0.0;6.0;13.0;3.0;11.2;0.0;0.0;6.0;;4.0;12.0;0.0;16.2;0.3;-0.92;Enrolled
1.0;1.0;1.0;9500.0;1.0;1.0;133.0;1.0;38.0;38.0;5.0;5.0;123.2;0.0;0.0;0.0;1.0;0.0;0.0;35;18.0;0.0;0.0;7.0;7.0;7.0;13.285714285714286;0.0;0.0;8.0;9.0;8.0;13.333333333333334;0.0;16.2;0.3;-0.92;Graduate
1.0;17.0;2.0;9853.0;1.0;1.0;126.0;1.0;1.0;19.0;2.0;10.0;126.0;1.0;0.0;0.0;1.0;0.0;0.0;8;19.0;0.0;0.0;6.0;9.0;5.0;13.0;0.0;0.0;6.0;8.0;5.0;10.4;0.0;7.6;2.6;0.32;Enrolled
1.0;39.0;1.0;9500.0;1.0;1.0;133.1;1.0;1.0;38.0;3.0;7.0;121.7;0.0;0.0;0.0;1.0;0.0;1.0;88;27.0;0.0;0.0;7.0;8.0;6.0;12.6;0.0;0.0;7.0;9.0;6.0;11.685714285714283;0.0;12.4;0.5;1.79;Enrolled
1.0;17.0;1.0;9147.0;1.0;1.0;147.0;1.0;37.0;37.0;9.0;6.0;142.8;1.0;0.0;1.0;0.0;0.0;1.0;68;19.0;0.0;0.0;5.0;5.0;5.0;12.8;0.0;0.0;5.0;5.0;4.0;12.0;0.0;11.1;0.6;2.02;Enrolled
1.0;43.0;1.0;9130.0;1.0;1.0;120.0;1.0;1.0;19.0;9.0;9.0;120.0;1.0;0.0;0.0;1.0;0.0;0.0;77;21.0;0.0;0.0;6.0;14.0;5.0;11.5;1.0;0.0;6.0;13.0;5.0;11.0;;15.5;2.8;-4.06;Dropout
1.0;18.0;1.0;9500.0;1.0;1.0;130.0;1.0;37.0;38.0;7.0;8.0;119.3;1.0;0.0;0.0;1.0;0.0;1.0;20;19.0;0.0;0.0;8.0;8.0;7.0;11.4;0.0;0.0;8.0;8.0;7.0;11.4;0.0;10.8;1.4;1.74;Graduate
1.0;44.0;1.0;9238.0;1.0;1.0;120.0;1.0;37.0;37.0;6.0;9.0;121.0;0.0;0.0;0.0;1.0;0.0;1.0;88;21.0;0.0;3.0;6.0;;6.0;12.333333333333334;0.0;2.0;6.0;8.0;6.0;11.333333333333334;0.0;13.9;-0.3;0.79;Graduate
1.0;1.0;5.0;9773.0;1.0;1.0;138.0;1.0;19.0;19.0;9.0;9.0;139.4;1.0;0.0;0.0;1.0;0.0;0.0;24;18.0;0.0;0.0;6.0;7.0;5.0;12.8;0.0;0.0;6.0;10.0;4.0;12.2;0.0;10.8;1.4;1.74;Graduate
1.0;17.0;1.0;9085.0;1.0;1.0;124.0;1.0;19.0;38.0;7.0;7.0;113.9;1.0;0.0;0.0;1.0;0.0;1.0;23;20.0;0.0;0.0;5.0;8.0;5.0;12.0;1.0;0.0;5.0;8.0;4.0;15.0;1.0;12.7;3.7;-1.7;Graduate
1.0;1.0;1.0;9853.0;1.0;1.0;133.0;1.0;37.0;37.0;9.0;7.0;124.6;1.0;0.0;0.0;1.0;0.0;1.0;97;18.0;0.0;0.0;6.0;8.0;5.0;13.0;0.0;0.0;6.0;9.0;5.0;13.5;0.0;9.4;-0.8;-3.12;Graduate
1.0;17.0;1.0;9070.0;1.0;1.0;122.0;1.0;1.0;1.0;4.0;8.0;;1.0;0.0;1.0;0.0;0.0;1.0;77;18.0;0.0;0.0;6.0;6.0;6.0;11.833333333333334;0.0;0.0;6.0;8.0;6.0;11.0;0.0;12.7;3.7;-1.7;Dropout
1.0;1.0;3.0;9085.0;1.0;1.0;138.0;1.0;1.0;3.0;4.0;4.0;126.3;1.0;0.0;0.0;1.0;0.0;0.0;9;18.0;0.0;0.0;6.0;8.0;6.0;14.0;0.0;0.0;6.0;9.0;6.0;13.333333333333334;0.0;8.9;1.4;3.51;Graduate
1.0;17.0;4.0;9773.0;1.0;1.0;134.0;1.0;1.0;1.0;3.0;3.0;120.4;1.0;0.0;0.0;1.0;0.0;1.0;27;18.0;0.0;0.0;6.0;6.0;6.0;12.333333333333334;0.0;0.0;6.0;6.0;6.0;13.5;0.0;16.2;0.3;-0.92;Graduate
1.0;1.0;3.0;9500.0;1.0;1.0;128.0;1.0;1.0;1.0;7.0;7.0;120.5;1.0;0.0;0.0;1.0;0.0;1.0;48;19.0;0.0;0.0;7.0;10.0;5.0;13.04;0.0;0.0;7.0;7.0;7.0;12.5;0.0;12.4;0.5;1.79;Enrolled
1.0;53.0;1.0;9085.0;1.0;42.0;140.0;1.0;19.0;38.0;8.0;9.0;144.9;1.0;0.0;1.0;0.0;0.0;0.0;72;23.0;0.0;7.0;11.0;18.0;11.0;13.166666666666666;0.0;4.0;9.0;15.0;8.0;13.333333333333334;0.0;8.9;1.4;3.51;
1.0;39.0;1.0;9085.0;1.0;19.0;133.1;1.0;19.0;19.0;4.0;9.0;139.9;1.0;0.0;0.0;1.0;0.0;1.0;92;24.0;0.0;1.0;6.0;7.0;6.0;12.5;0.0;0.0;6.0;11.0;6.0;12.833333333333334;0.0;8.9;1.4;3.51;Graduate
1.0;1.0;1.0;171.0;1.0;1.0;142.0;1.0;1.0;1.0;3.0;3.0;133.3;1.0;0.0;0.0;1.0;0.0;0.0;47;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.8;1.4;1.74;Graduate
1.0;1.0;3.0;9500.0;1.0;1.0;141.0;1.0;19.0;19.0;9.0;9.0;126.0;1.0;0.0;0.0;1.0;0.0;0.0;36;18.0;0.0;0.0;8.0;;7.0;15.657142857142857;0.0;0.0;8.0;8.0;7.0;15.657142857142857;0.0;12.7;3.7;-1.7;Graduate
